原序号,日期,时间,扭矩,钻压,转速,温度,倾角,方位角,重力和,磁强,磁倾,电压,深度,FPI,UCS,是否标记
2327,2025-04-10,18:48:13,283.00,15689.00,108.00,15.00,60.320,-326.100,0.580,50.01,66.290,11.90,10.45,43105176.000,132591520.00,False
2328,2025-04-10,18:48:15,312.00,15277.00,135.00,15.00,70.260,-303.100,0.535,49.86,58.420,11.90,10.45,43105176.000,132591520.00,False
2329,2025-04-10,18:48:17,290.00,15554.00,136.00,15.00,75.790,23.010,0.519,49.91,52.070,11.90,10.46,43105176.000,132591520.00,False
2330,2025-04-10,18:48:19,272.00,16234.00,87.00,15.00,58.390,243.410,0.591,49.92,29.690,11.90,10.46,43105176.000,132591520.00,False
2331,2025-04-10,18:48:21,269.00,15941.00,143.00,15.00,54.110,245.820,0.621,49.82,31.350,11.90,10.47,43105176.000,132591520.00,False
2332,2025-04-10,18:48:23,283.00,15595.00,142.00,15.00,54.000,255.520,0.623,50.02,39.110,11.90,10.47,43105176.000,132591520.00,False
2333,2025-04-10,18:48:25,272.00,15327.00,119.00,15.00,52.930,259.190,0.632,49.93,42.760,11.90,10.48,43105176.000,132591520.00,False
2334,2025-04-10,18:48:27,316.00,15835.00,124.00,15.00,55.820,271.240,0.608,49.81,49.970,11.90,10.48,43105176.000,132591520.00,False
2335,2025-04-10,18:48:29,283.00,16564.00,143.00,15.00,61.960,284.430,0.571,49.70,52.370,11.90,10.48,43105176.000,132591520.00,False
2336,2025-04-10,18:48:31,308.00,15579.00,130.00,15.00,69.730,308.130,0.535,49.77,53.450,11.90,10.49,43105176.000,132591520.00,False
2337,2025-04-10,18:48:33,283.00,15470.00,135.00,15.00,76.340,326.380,0.516,49.78,50.610,11.90,10.49,43105176.000,132591520.00,False
2432,2025-04-10,18:51:43,294.00,15956.00,126.00,14.00,62.920,269.740,0.567,49.24,45.450,11.90,10.50,43105176.000,132591520.00,False
2433,2025-04-10,18:51:45,269.00,16738.00,118.00,14.00,55.680,276.630,0.597,49.23,54.610,11.90,10.50,43105176.000,132591520.00,True
2434,2025-04-10,18:51:47,330.00,16911.00,97.00,14.00,51.680,303.320,0.620,49.28,71.460,11.90,10.51,43105176.000,132591520.00,False
2435,2025-04-10,18:51:49,319.00,16409.00,132.00,14.00,53.540,294.110,0.628,49.27,65.820,11.90,10.52,43105176.000,132591520.00,False
2436,2025-04-10,18:51:51,301.00,16557.00,115.00,14.00,53.740,325.040,0.624,49.25,73.500,11.90,10.54,43105176.000,132591520.00,False
2437,2025-04-10,18:51:53,280.00,15787.00,133.00,14.00,54.360,-300.400,0.620,49.36,74.880,11.90,10.55,43105176.000,132591520.00,False
2438,2025-04-10,18:51:55,312.00,15043.00,135.00,14.00,61.090,10.790,0.576,49.44,67.950,11.90,10.56,43105176.000,132591520.00,False
2439,2025-04-10,18:51:57,319.00,16440.00,104.00,14.00,64.560,30.900,0.557,49.32,62.760,11.90,10.57,43105176.000,132591520.00,False
2440,2025-04-10,18:51:59,308.00,15266.00,105.00,14.00,72.160,42.130,0.529,49.44,53.750,11.90,10.58,43105176.000,132591520.00,False
2441,2025-04-10,18:52:01,294.00,14440.00,115.00,14.00,60.920,264.360,0.576,49.26,43.380,11.90,10.60,43105176.000,132591520.00,False
2442,2025-04-10,18:52:03,305.00,15943.00,102.00,14.00,58.520,268.600,0.590,49.37,47.100,11.90,10.61,5236234.500,16106657.00,False
2443,2025-04-10,18:52:05,330.00,15692.00,107.00,14.00,55.210,277.200,0.613,49.46,55.060,11.90,10.62,5236234.500,16106657.00,False
2444,2025-04-10,18:52:07,283.00,15923.00,112.00,14.00,52.960,286.700,0.631,49.49,62.950,11.90,10.63,5236234.500,16106657.00,False
2445,2025-04-10,18:52:10,262.00,15247.00,142.00,14.00,52.830,307.620,0.634,49.53,70.790,11.90,10.65,5236234.500,16106657.00,False
2446,2025-04-10,18:52:12,287.00,14481.00,133.00,14.00,55.580,-326.300,0.611,49.57,71.700,11.90,10.66,5236234.500,16106657.00,False
2447,2025-04-10,18:52:14,308.00,15375.00,117.00,14.00,57.770,-300.800,0.596,49.43,71.350,11.90,10.67,5236234.500,16106657.00,False
2448,2025-04-10,18:52:16,287.00,14543.00,124.00,14.00,70.320,12.120,0.535,49.64,58.440,11.90,10.68,5236234.500,16106657.00,False
2449,2025-04-10,18:52:18,262.00,14622.00,127.00,14.00,75.790,34.090,0.517,49.63,51.280,11.90,10.69,5236234.500,16106657.00,False
2450,2025-04-10,18:52:20,287.00,15043.00,123.00,14.00,59.470,255.920,0.586,49.70,38.050,11.90,10.71,5236234.500,16106657.00,False
2451,2025-04-10,18:52:22,247.00,14953.00,144.00,14.00,56.120,261.910,0.606,49.70,43.500,11.90,10.72,5236234.500,16106657.00,False
2452,2025-04-10,18:52:24,290.00,15148.00,131.00,14.00,54.030,266.570,0.623,49.77,48.310,11.90,10.73,5236234.500,16106657.00,False
2453,2025-04-10,18:52:26,301.00,15510.00,122.00,15.00,54.910,281.410,0.617,49.77,57.340,11.90,10.74,5236234.500,16106657.00,False
2454,2025-04-10,18:52:28,294.00,15347.00,144.00,14.00,54.990,290.560,0.615,49.74,61.840,11.90,10.75,5236234.500,16106657.00,False
2455,2025-04-10,18:52:30,254.00,15616.00,131.00,14.00,59.290,308.640,0.586,49.88,63.340,11.90,10.77,5236234.500,16106657.00,False
2456,2025-04-10,18:52:32,298.00,14983.00,132.00,15.00,68.460,-319.100,0.541,49.95,58.980,11.90,10.78,5236234.500,16106657.00,False
2457,2025-04-10,18:52:34,312.00,15293.00,97.00,15.00,77.670,4.820,0.515,49.89,50.980,11.90,10.79,5236234.500,16106657.00,False
2458,2025-04-10,18:52:36,276.00,15620.00,115.00,15.00,87.630,13.980,0.503,49.96,40.920,11.90,10.80,5415513.000,16658118.00,False
2459,2025-04-10,18:52:38,290.00,14507.00,137.00,15.00,57.070,243.330,0.601,49.83,29.470,11.90,10.81,5415513.000,16658118.00,False
2460,2025-04-10,18:52:40,308.00,14438.00,119.00,15.00,54.120,249.340,0.622,49.87,34.090,11.90,10.83,5415513.000,16658118.00,False
2461,2025-04-10,18:52:42,254.00,15209.00,132.00,15.00,54.750,255.240,0.618,49.77,38.820,11.90,10.84,5415513.000,16658118.00,False
2462,2025-04-10,18:52:44,265.00,14024.00,129.00,15.00,57.220,262.960,0.598,49.74,43.410,11.90,10.85,5415513.000,16658118.00,False
2463,2025-04-10,18:52:46,283.00,14642.00,144.00,15.00,62.510,282.320,0.569,49.78,50.870,11.90,10.86,5415513.000,16658118.00,False
2464,2025-04-10,18:52:48,265.00,14055.00,129.00,15.00,70.330,299.010,0.535,49.56,50.970,11.90,10.88,5415513.000,16658118.00,False
2465,2025-04-10,18:52:50,283.00,14517.00,145.00,15.00,78.930,-327.200,0.513,49.66,48.530,11.90,10.89,5415513.000,16658118.00,False
2466,2025-04-10,18:52:52,262.00,13872.00,139.00,15.00,89.170,134.390,0.503,49.46,38.400,11.90,10.90,5415513.000,16658118.00,False
2467,2025-04-10,18:52:54,290.00,13960.00,137.00,15.00,80.420,171.360,0.510,49.35,29.640,11.90,10.91,5415513.000,16658118.00,False
2468,2025-04-10,18:52:56,283.00,14095.00,138.00,15.00,54.750,228.820,0.617,49.41,19.400,11.90,10.92,5415513.000,16658118.00,False
2469,2025-04-10,18:52:58,298.00,14248.00,132.00,15.00,53.990,237.660,0.624,49.24,25.520,11.90,10.94,5415513.000,16658118.00,False
2470,2025-04-10,18:53:00,247.00,14484.00,146.00,15.00,58.110,246.560,0.593,49.33,32.230,11.90,10.95,5415513.000,16658118.00,False
2471,2025-04-10,18:53:02,276.00,14072.00,119.00,15.00,61.280,255.120,0.574,49.12,37.620,11.90,10.96,5415513.000,16658118.00,False
2472,2025-04-10,18:53:04,265.00,13742.00,134.00,15.00,69.760,274.790,0.536,49.01,44.300,11.90,10.97,5415513.000,16658118.00,False
2473,2025-04-10,18:53:06,237.00,14451.00,147.00,15.00,81.510,303.580,0.509,48.86,44.640,11.90,10.98,5415513.000,16658118.00,False
2474,2025-04-10,18:53:08,265.00,14696.00,98.00,15.00,87.390,130.430,0.504,48.77,37.950,11.90,11.00,5415513.000,16658118.00,False
2475,2025-04-10,18:53:10,258.00,14908.00,132.00,15.00,80.300,165.330,0.509,48.85,30.220,11.90,11.01,6223050.500,19142104.00,False
2476,2025-04-10,18:53:12,283.00,14595.00,126.00,15.00,73.090,150.460,0.526,48.67,25.450,11.90,11.02,6223050.500,19142104.00,False
2477,2025-04-10,18:53:14,251.00,15120.00,148.00,15.00,56.140,215.490,0.606,48.57,13.930,11.90,11.03,6223050.500,19142104.00,False
2478,2025-04-10,18:53:16,240.00,14962.00,110.00,15.00,58.510,224.440,0.590,48.48,19.950,11.90,11.04,6223050.500,19142104.00,False
2479,2025-04-10,18:53:18,244.00,15239.00,144.00,15.00,62.200,233.280,0.568,48.51,26.270,11.90,11.06,6223050.500,19142104.00,False
2480,2025-04-10,18:53:20,280.00,14459.00,142.00,15.00,73.710,248.510,0.523,48.54,35.530,11.90,11.07,6223050.500,19142104.00,False
2481,2025-04-10,18:53:22,262.00,13481.00,127.00,15.00,80.060,278.930,0.510,48.25,42.450,11.90,11.08,6223050.500,19142104.00,False
2482,2025-04-10,18:53:24,272.00,14249.00,130.00,15.00,88.070,145.130,0.503,48.40,38.420,11.90,11.09,6223050.500,19142104.00,False
2483,2025-04-10,18:53:26,283.00,14813.00,146.00,15.00,78.720,116.010,0.512,48.25,35.920,11.90,11.10,6223050.500,19142104.00,False
2484,2025-04-10,18:53:28,276.00,13541.00,141.00,15.00,69.480,136.580,0.536,48.26,26.390,11.90,11.12,6223050.500,19142104.00,False
2485,2025-04-10,18:53:30,269.00,14207.00,139.00,15.00,64.890,141.950,0.556,48.23,21.690,11.90,11.13,6223050.500,19142104.00,False
