原序号,日期,时间,扭矩,钻压,转速,温度,倾角,方位角,重力和,磁强,磁倾,电压,深度,FPI,UCS,是否标记
25808,2025-04-12,20:25:44,287.00,8105.00,150.00,15.00,39.500,281.240,0.411,43.97,46.580,11.00,45.15,3226933.750,9926048.00,False
25809,2025-04-12,20:25:46,369.00,9469.00,161.00,15.00,37.320,286.540,0.429,46.57,52.050,11.00,45.16,3226933.750,9926048.00,False
25810,2025-04-12,20:25:48,323.00,9950.00,148.00,15.00,40.300,299.450,0.403,45.33,57.870,11.00,45.18,3226933.750,9926048.00,False
25811,2025-04-12,20:25:50,355.00,9002.00,138.00,15.00,52.120,-321.100,0.333,46.11,55.790,11.00,45.19,3226933.750,9926048.00,False
25812,2025-04-12,20:25:52,369.00,9828.00,151.00,15.00,68.140,22.500,0.283,46.33,40.430,11.00,45.21,3180174.000,9782215.00,False
25813,2025-04-12,20:25:54,344.00,9563.00,146.00,15.00,71.680,103.670,0.276,44.71,17.240,11.00,45.23,3180174.000,9782215.00,False
25814,2025-04-12,20:25:56,348.00,8762.00,139.00,15.00,38.500,227.290,0.419,44.64,-14.940,11.00,45.24,3180174.000,9782215.00,False
25818,2025-04-12,20:26:04,233.00,7704.00,147.00,15.00,66.530,29.260,0.272,41.82,43.310,11.00,45.26,3180174.000,9782215.00,False
25819,2025-04-12,20:26:06,287.00,8620.00,164.00,15.00,72.200,66.290,0.275,44.26,29.080,11.00,45.27,3180174.000,9782215.00,False
25820,2025-04-12,20:26:08,362.00,10337.00,153.00,15.00,51.230,97.060,0.338,45.34,20.680,11.00,45.29,3180174.000,9782215.00,False
25821,2025-04-12,20:26:10,272.00,8310.00,159.00,15.00,42.610,107.080,0.386,44.43,12.270,11.00,45.31,3180174.000,9782215.00,False
25822,2025-04-12,20:26:12,308.00,8702.00,149.00,15.00,55.770,172.100,0.315,45.79,-13.720,11.00,45.32,3180174.000,9782215.00,False
25823,2025-04-12,20:26:14,298.00,7747.00,146.00,15.00,76.580,204.140,0.267,45.39,8.190,11.00,45.34,3180174.000,9782215.00,False
25824,2025-04-12,20:26:16,301.00,7836.00,153.00,15.00,70.770,316.690,0.276,44.03,35.820,11.00,45.35,3180174.000,9782215.00,False
25825,2025-04-12,20:26:18,355.00,8534.00,131.00,15.00,51.400,-319.400,0.333,43.50,58.040,11.00,45.37,3180174.000,9782215.00,False
25826,2025-04-12,20:26:20,265.00,7022.00,139.00,15.00,40.120,-308.200,0.405,43.98,70.410,11.00,45.39,3180174.000,9782215.00,False
25827,2025-04-12,20:26:22,287.00,7480.00,140.00,15.00,35.670,10.190,0.444,44.84,74.560,11.00,45.40,3884308.000,11948131.00,False
25828,2025-04-12,20:26:24,258.00,8547.00,142.00,15.00,39.010,26.990,0.413,45.50,69.300,11.00,45.42,3884308.000,11948131.00,False
25829,2025-04-12,20:26:26,269.00,9346.00,145.00,15.00,45.630,37.340,0.362,46.65,59.550,11.00,45.44,3884308.000,11948131.00,False
25834,2025-04-12,20:26:36,308.00,8609.00,141.00,15.00,43.230,-297.900,0.379,45.00,67.050,11.00,45.45,3884308.000,11948131.00,False
25835,2025-04-12,20:26:38,305.00,9223.00,152.00,15.00,38.280,21.770,0.418,44.46,71.130,11.00,45.47,3884308.000,11948131.00,False
25836,2025-04-12,20:26:40,369.00,8109.00,137.00,15.00,34.760,47.080,0.453,44.20,70.610,11.00,45.48,3884308.000,11948131.00,False
25837,2025-04-12,20:26:42,319.00,9454.00,139.00,15.00,38.840,50.220,0.411,44.22,64.460,11.00,45.50,3884308.000,11948131.00,False
25838,2025-04-12,20:26:44,237.00,9466.00,175.00,15.00,50.510,49.810,0.333,44.52,51.460,11.00,45.52,3884308.000,11948131.00,False
25839,2025-04-12,20:26:46,287.00,9480.00,173.00,15.00,45.480,251.500,0.359,44.08,10.710,11.00,45.53,3884308.000,11948131.00,False
25840,2025-04-12,20:26:48,262.00,9356.00,164.00,15.00,37.500,256.080,0.422,44.47,15.660,11.00,45.55,3884308.000,11948131.00,False
25841,2025-04-12,20:26:50,272.00,9998.00,161.00,15.00,36.290,259.390,0.436,42.88,22.140,11.00,45.56,3884308.000,11948131.00,False
25842,2025-04-12,20:26:52,333.00,9499.00,154.00,15.00,39.540,262.440,0.400,43.21,24.660,11.00,45.58,3884308.000,11948131.00,False
25843,2025-04-12,20:26:54,326.00,8758.00,155.00,15.00,48.860,272.400,0.341,43.02,30.600,11.00,45.60,3884308.000,11948131.00,False
25844,2025-04-12,20:26:56,294.00,9799.00,152.00,15.00,68.890,298.040,0.274,43.39,32.330,11.00,45.61,3584228.750,11025088.00,False
25845,2025-04-12,20:26:58,287.00,9370.00,135.00,15.00,74.930,80.480,0.264,42.93,24.400,11.00,45.63,3584228.750,11025088.00,False
25846,2025-04-12,20:27:00,330.00,10378.00,148.00,15.00,53.890,108.730,0.318,44.83,11.350,11.00,45.65,3584228.750,11025088.00,False
25847,2025-04-12,20:27:02,305.00,9379.00,141.00,15.00,42.450,118.150,0.381,44.89,-0.330,11.00,45.66,3584228.750,11025088.00,False
25848,2025-04-12,20:27:04,276.00,10681.00,140.00,15.00,51.150,191.470,0.329,46.43,-18.690,11.00,45.68,3584228.750,11025088.00,False
25849,2025-04-12,20:27:06,301.00,10243.00,148.00,15.00,74.580,207.800,0.266,45.89,6.110,11.00,45.69,3584228.750,11025088.00,False
25850,2025-04-12,20:27:08,247.00,8030.00,151.00,15.00,73.250,-316.300,0.265,45.95,35.470,11.00,45.71,3584228.750,11025088.00,False
25854,2025-04-12,20:27:16,294.00,10674.00,158.00,15.00,55.380,103.160,0.312,43.19,16.440,11.00,45.73,3584228.750,11025088.00,False
25855,2025-04-12,20:27:18,305.00,10645.00,163.00,15.00,42.650,112.730,0.378,45.62,4.620,11.00,45.74,3584228.750,11025088.00,False
25856,2025-04-12,20:27:20,262.00,9918.00,157.00,15.00,48.570,180.830,0.338,44.06,-20.990,11.00,45.76,3584228.750,11025088.00,False
25857,2025-04-12,20:27:22,287.00,10074.00,149.00,15.00,67.690,190.220,0.274,45.10,-1.970,11.00,45.77,3584228.750,11025088.00,False
25858,2025-04-12,20:27:24,283.00,10735.00,153.00,15.00,76.360,321.900,0.261,45.36,30.860,11.00,45.79,3584228.750,11025088.00,False
25859,2025-04-12,20:27:26,355.00,10128.00,142.00,15.00,53.510,-305.400,0.314,45.14,56.090,11.00,45.81,3031867.000,9326023.00,False
25860,2025-04-12,20:27:28,373.00,10964.00,151.00,15.00,40.960,0.980,0.388,43.86,69.520,11.00,45.82,3031867.000,9326023.00,False
25861,2025-04-12,20:27:30,355.00,9909.00,133.00,15.00,36.400,34.800,0.432,46.51,69.880,11.00,45.84,3031867.000,9326023.00,False
25862,2025-04-12,20:27:32,495.00,12184.00,137.00,15.00,35.720,40.880,0.437,45.80,69.680,11.00,45.85,3031867.000,9326023.00,False
25863,2025-04-12,20:27:34,423.00,10385.00,146.00,15.00,40.840,44.570,0.388,44.99,63.160,11.00,45.87,3031867.000,9326023.00,False
25864,2025-04-12,20:27:36,369.00,10188.00,155.00,15.00,56.450,35.170,0.302,46.28,48.850,11.00,45.89,3031867.000,9326023.00,False
25865,2025-04-12,20:27:38,330.00,10113.00,160.00,15.00,38.940,254.900,0.405,46.41,12.040,11.00,45.90,3031867.000,9326023.00,False
25866,2025-04-12,20:27:40,308.00,11609.00,178.00,15.00,34.430,255.400,0.452,45.46,13.720,11.00,45.92,3031867.000,9326023.00,False
25867,2025-04-12,20:27:42,269.00,10034.00,152.00,15.00,35.590,256.700,0.438,42.70,18.000,11.00,45.94,3031867.000,9326023.00,False
25868,2025-04-12,20:27:44,344.00,8766.00,151.00,15.00,44.110,262.890,0.367,43.35,22.850,11.00,45.95,3031867.000,9326023.00,False
25869,2025-04-12,20:27:46,247.00,7483.00,140.00,15.00,56.520,268.850,0.303,41.67,25.270,11.00,45.97,3031867.000,9326023.00,False
25870,2025-04-12,20:27:48,294.00,8142.00,165.00,15.00,86.020,12.910,0.253,42.10,25.060,11.00,45.98,3031867.000,9326023.00,False
25871,2025-04-12,20:27:50,348.00,10434.00,145.00,15.00,57.730,100.670,0.297,43.53,17.530,11.00,46.00,4691832.500,14432077.00,False
25872,2025-04-12,20:27:52,330.00,11738.00,160.00,15.00,44.370,111.890,0.362,44.34,6.410,11.00,46.02,4691832.500,14432077.00,False
25876,2025-04-12,20:28:00,272.00,10498.00,149.00,15.00,34.300,282.810,0.436,45.58,52.280,11.00,46.03,4691832.500,14432077.00,False
25877,2025-04-12,20:28:02,280.00,12630.00,162.00,15.00,37.160,280.530,0.419,44.89,46.560,11.00,46.05,4691832.500,14432077.00,False
25878,2025-04-12,20:28:04,308.00,10687.00,145.00,15.00,41.190,295.290,0.384,44.50,53.740,11.00,46.06,4691832.500,14432077.00,False
25879,2025-04-12,20:28:06,387.00,9930.00,142.00,15.00,53.570,325.520,0.314,45.03,52.250,11.00,46.08,4691832.500,14432077.00,False
25880,2025-04-12,20:28:08,369.00,12422.00,148.00,15.00,70.950,14.360,0.268,46.72,37.460,11.00,46.10,4691832.500,14432077.00,False
25881,2025-04-12,20:28:10,359.00,12874.00,168.00,15.00,71.110,114.430,0.267,44.21,12.920,11.00,46.11,4691832.500,14432077.00,False
25882,2025-04-12,20:28:12,337.00,12635.00,150.00,15.00,35.940,221.310,0.425,45.97,-23.140,11.00,46.13,4691832.500,14432077.00,False
25883,2025-04-12,20:28:14,333.00,11499.00,155.00,15.00,40.410,230.190,0.386,43.60,-11.680,11.00,46.15,4691832.500,14432077.00,False
25884,2025-04-12,20:28:16,362.00,11181.00,150.00,15.00,51.270,235.360,0.322,44.95,-1.480,11.00,46.16,4691832.500,14432077.00,False
25885,2025-04-12,20:28:18,359.00,10358.00,147.00,15.00,67.490,261.390,0.271,44.69,17.830,11.00,46.18,4691832.500,14432077.00,False
25886,2025-04-12,20:28:20,369.00,10719.00,157.00,15.00,73.650,7.310,0.261,45.69,35.470,11.00,46.19,4691832.500,14432077.00,False
25887,2025-04-12,20:28:22,280.00,11177.00,168.00,15.00,56.160,68.520,0.299,45.43,36.590,11.00,46.21,3779912.750,11627012.00,False
25888,2025-04-12,20:28:24,420.00,9764.00,150.00,15.00,41.850,92.160,0.378,45.49,27.290,11.00,46.23,3779912.750,11627012.00,False
25889,2025-04-12,20:28:26,395.00,9530.00,131.00,15.00,37.230,100.360,0.413,46.09,18.350,11.00,46.24,3779912.750,11627012.00,False
25890,2025-04-12,20:28:28,323.00,11278.00,163.00,15.00,37.130,101.260,0.416,44.81,18.130,11.00,46.26,3779912.750,11627012.00,False
25891,2025-04-12,20:28:30,254.00,8849.00,135.00,15.00,72.760,274.600,0.261,40.74,24.160,11.00,46.27,3779912.750,11627012.00,False
25892,2025-04-12,20:28:32,226.00,9651.00,151.00,15.00,56.470,311.590,0.298,40.54,47.780,11.00,46.29,3779912.750,11627012.00,False
25893,2025-04-12,20:28:34,333.00,9514.00,142.00,15.00,44.600,304.050,0.353,43.41,54.970,11.00,46.31,3779912.750,11627012.00,False
25894,2025-04-12,20:28:36,380.00,9846.00,148.00,15.00,38.480,319.760,0.400,44.88,66.650,11.00,46.32,3779912.750,11627012.00,False
25898,2025-04-12,20:28:44,226.00,11683.00,170.00,15.00,35.630,95.510,0.434,41.45,30.430,11.00,46.34,3779912.750,11627012.00,False
25899,2025-04-12,20:28:46,287.00,9917.00,145.00,15.00,76.150,274.330,0.257,41.54,22.890,11.00,46.35,3779912.750,11627012.00,False
25900,2025-04-12,20:28:48,391.00,10254.00,141.00,15.00,55.260,288.450,0.304,44.97,35.730,11.00,46.37,3779912.750,11627012.00,False
25901,2025-04-12,20:28:50,341.00,11380.00,153.00,15.00,43.270,291.080,0.366,45.38,47.680,11.00,46.39,3779912.750,11627012.00,False
25902,2025-04-12,20:28:52,420.00,12515.00,157.00,15.00,34.570,290.950,0.440,46.24,57.920,11.00,46.40,33207520.000,102146328.00,False
25903,2025-04-12,20:28:54,409.00,12622.00,159.00,15.00,35.520,299.680,0.428,46.99,61.560,11.00,46.42,33207520.000,102146328.00,False
25904,2025-04-12,20:28:56,337.00,12323.00,139.00,15.00,39.880,323.710,0.386,45.17,65.820,11.00,46.44,33207520.000,102146328.00,False
25905,2025-04-12,20:28:58,398.00,11948.00,148.00,15.00,50.690,-296.400,0.323,46.73,57.980,11.00,46.45,33207520.000,102146328.00,False
25906,2025-04-12,20:29:00,412.00,11758.00,147.00,15.00,66.650,32.120,0.271,45.95,39.530,11.00,46.47,33207520.000,102146328.00,False
26009,2025-04-12,20:32:27,219.00,8598.00,136.00,15.00,53.340,278.010,0.289,43.53,31.220,11.00,46.48,33207520.000,102146328.00,False
26010,2025-04-12,20:32:29,344.00,9782.00,152.00,15.00,45.170,274.410,0.348,45.30,32.030,11.00,46.50,33207520.000,102146328.00,True
26011,2025-04-12,20:32:31,287.00,9542.00,149.00,15.00,36.500,271.890,0.415,44.85,36.570,11.00,46.52,33207520.000,102146328.00,False
26012,2025-04-12,20:32:33,290.00,9553.00,138.00,15.00,34.980,275.030,0.429,45.90,41.390,11.00,46.53,33207520.000,102146328.00,False
26013,2025-04-12,20:32:35,301.00,11228.00,154.00,15.00,35.680,275.220,0.422,44.06,42.360,11.00,46.55,33207520.000,102146328.00,False
26014,2025-04-12,20:32:37,229.00,12647.00,189.00,15.00,40.330,277.950,0.379,43.60,40.640,11.00,46.56,33207520.000,102146328.00,False
26015,2025-04-12,20:32:39,298.00,9935.00,154.00,15.00,67.860,308.730,0.265,42.91,35.550,11.00,46.58,33207520.000,102146328.00,False
26016,2025-04-12,20:32:41,405.00,11423.00,186.00,15.00,77.520,148.000,0.255,44.89,8.820,11.00,46.59,33207520.000,102146328.00,False
26017,2025-04-12,20:32:43,272.00,12405.00,165.00,15.00,49.160,134.110,0.331,41.62,-7.210,11.00,46.61,4194930.000,12903605.00,False
26018,2025-04-12,20:32:45,254.00,9427.00,139.00,15.00,33.820,198.360,0.444,40.29,-32.380,11.00,46.62,4194930.000,12903605.00,False
26019,2025-04-12,20:32:47,398.00,10135.00,144.00,15.00,46.030,198.900,0.342,45.27,-22.780,11.00,46.64,4194930.000,12903605.00,False
26020,2025-04-12,20:32:49,395.00,12765.00,134.00,15.00,73.490,170.920,0.260,47.23,1.970,11.00,46.65,4194930.000,12903605.00,False
26021,2025-04-12,20:32:51,272.00,10280.00,146.00,15.00,67.880,41.660,0.270,43.04,37.700,11.00,46.67,4194930.000,12903605.00,False
26022,2025-04-12,20:32:53,398.00,8870.00,117.00,15.00,44.800,73.050,0.356,44.93,43.000,11.00,46.69,4194930.000,12903605.00,False
26023,2025-04-12,20:32:55,366.00,9708.00,137.00,15.00,34.790,77.950,0.437,45.81,49.560,11.00,46.70,4194930.000,12903605.00,False
26024,2025-04-12,20:32:57,384.00,10451.00,136.00,15.00,33.140,80.600,0.454,45.46,49.340,11.00,46.72,4194930.000,12903605.00,False
26025,2025-04-12,20:32:59,416.00,10253.00,142.00,15.00,33.940,81.670,0.440,44.82,47.500,11.00,46.73,4194930.000,12903605.00,False
26026,2025-04-12,20:33:01,384.00,10576.00,143.00,15.00,40.860,78.940,0.378,45.13,41.820,11.00,46.75,4194930.000,12903605.00,False
26027,2025-04-12,20:33:03,402.00,10428.00,143.00,15.00,43.290,270.200,0.364,46.05,28.130,11.00,46.76,4194930.000,12903605.00,False
26032,2025-04-12,20:33:13,409.00,10762.00,117.00,15.00,57.740,312.540,0.296,46.66,43.230,11.00,46.78,4194930.000,12903605.00,False
26033,2025-04-12,20:33:15,391.00,12598.00,157.00,15.00,89.270,159.100,0.252,46.90,17.650,11.00,46.79,4194930.000,12903605.00,False
26034,2025-04-12,20:33:17,219.00,13239.00,155.00,15.00,60.410,128.140,0.287,43.93,2.010,11.00,46.81,4105960.000,12629933.00,False
26035,2025-04-12,20:33:19,204.00,12148.00,174.00,15.00,36.210,212.260,0.411,42.18,-26.360,11.00,46.82,4105960.000,12629933.00,False
26037,2025-04-12,20:33:23,380.00,9580.00,132.00,15.00,59.720,238.880,0.282,44.86,4.510,11.00,46.84,4105960.000,12629933.00,False
26038,2025-04-12,20:33:25,434.00,12621.00,142.00,15.00,78.980,-322.500,0.250,48.40,27.580,11.00,46.86,4105960.000,12629933.00,False
26039,2025-04-12,20:33:27,211.00,11217.00,152.00,15.00,59.250,43.220,0.287,42.88,44.930,11.00,46.87,4105960.000,12629933.00,False
26040,2025-04-12,20:33:29,420.00,10405.00,143.00,15.00,45.000,77.420,0.351,47.43,37.700,11.00,46.89,4105960.000,12629933.00,False
26041,2025-04-12,20:33:31,251.00,10166.00,159.00,15.00,38.910,88.250,0.389,46.18,32.660,11.00,46.90,4105960.000,12629933.00,False
26042,2025-04-12,20:33:33,262.00,9871.00,153.00,15.00,34.700,96.080,0.431,44.70,26.210,11.00,46.92,4105960.000,12629933.00,False
26043,2025-04-12,20:33:35,359.00,10811.00,160.00,15.00,35.810,97.090,0.418,46.47,22.590,11.00,46.93,4105960.000,12629933.00,False
26044,2025-04-12,20:33:37,240.00,9992.00,129.00,15.00,65.340,291.000,0.269,42.95,31.170,11.00,46.95,4105960.000,12629933.00,False
26045,2025-04-12,20:33:39,290.00,11085.00,156.00,15.00,46.210,289.870,0.341,44.80,43.680,11.00,46.96,4105960.000,12629933.00,False
26046,2025-04-12,20:33:41,283.00,9328.00,151.00,15.00,38.610,293.170,0.394,43.63,55.140,11.00,46.98,4105960.000,12629933.00,False
26048,2025-04-12,20:33:45,272.00,9170.00,145.00,15.00,34.960,300.820,0.427,44.28,64.050,11.00,46.99,4105960.000,12629933.00,False
26049,2025-04-12,20:33:47,233.00,8454.00,139.00,15.00,44.270,-316.300,0.350,42.83,64.490,11.00,47.01,4382876.000,13481726.00,False
26050,2025-04-12,20:33:49,359.00,10889.00,172.00,15.00,63.240,-311.000,0.276,43.64,45.640,11.00,47.03,4382876.000,13481726.00,False
26051,2025-04-12,20:33:51,301.00,10415.00,154.00,15.00,80.840,123.090,0.249,43.74,14.670,11.00,47.04,4382876.000,13481726.00,False
26052,2025-04-12,20:33:53,337.00,10760.00,155.00,15.00,34.300,227.420,0.435,44.96,-20.650,11.00,47.06,4382876.000,13481726.00,False
26053,2025-04-12,20:33:55,240.00,10743.00,139.00,15.00,35.660,233.840,0.417,42.30,-12.290,11.00,47.07,4382876.000,13481726.00,False
26054,2025-04-12,20:33:57,298.00,10169.00,144.00,15.00,45.680,241.800,0.341,44.25,-0.120,11.00,47.09,4382876.000,13481726.00,False
26055,2025-04-12,20:33:59,387.00,10805.00,127.00,15.00,67.410,247.010,0.264,45.80,10.610,11.00,47.10,4382876.000,13481726.00,False
26056,2025-04-12,20:34:01,377.00,9116.00,133.00,15.00,78.210,55.720,0.252,43.58,26.490,11.00,47.12,4382876.000,13481726.00,False
26062,2025-04-12,20:34:13,434.00,11512.00,165.00,15.00,42.140,282.830,0.367,48.07,39.870,11.00,47.13,4382876.000,13481726.00,False
26063,2025-04-12,20:34:15,290.00,13695.00,149.00,15.00,33.070,282.250,0.456,45.86,51.720,11.00,47.15,4382876.000,13481726.00,False
26064,2025-04-12,20:34:17,323.00,8715.00,121.00,15.00,33.840,290.930,0.448,44.53,59.270,11.00,47.16,4382876.000,13481726.00,False
26065,2025-04-12,20:34:19,499.00,12664.00,163.00,15.00,34.070,298.530,0.438,49.33,60.740,11.00,47.18,4382876.000,13481726.00,False
26066,2025-04-12,20:34:21,509.00,11541.00,135.00,15.00,43.030,314.450,0.364,48.90,57.300,11.00,47.20,4382876.000,13481726.00,False
26067,2025-04-12,20:34:23,405.00,12299.00,153.00,15.00,67.050,-313.700,0.268,48.38,39.530,11.00,47.21,3364515.500,10349250.00,False
26068,2025-04-12,20:34:25,280.00,11411.00,145.00,15.00,77.820,140.780,0.252,42.38,10.750,11.00,47.23,3364515.500,10349250.00,False
26069,2025-04-12,20:34:27,348.00,9215.00,151.00,15.00,33.300,238.550,0.447,44.37,-10.630,11.00,47.24,3364515.500,10349250.00,False
26070,2025-04-12,20:34:29,348.00,9887.00,168.00,15.00,35.630,240.120,0.422,42.35,-5.940,11.00,47.26,3364515.500,10349250.00,False
26071,2025-04-12,20:34:31,308.00,8359.00,147.00,15.00,44.390,243.510,0.348,43.02,1.510,11.00,47.27,3364515.500,10349250.00,False
26072,2025-04-12,20:34:33,337.00,11041.00,158.00,15.00,62.950,239.060,0.273,43.65,6.420,11.00,47.29,3364515.500,10349250.00,False
26073,2025-04-12,20:34:35,312.00,11870.00,173.00,15.00,79.940,80.010,0.246,43.64,21.490,11.00,47.30,3364515.500,10349250.00,False
26074,2025-04-12,20:34:37,294.00,9986.00,160.00,15.00,54.230,94.300,0.300,42.93,21.520,11.00,47.32,3364515.500,10349250.00,False
26075,2025-04-12,20:34:39,308.00,8718.00,143.00,15.00,40.400,102.610,0.375,42.79,16.120,11.00,47.34,3364515.500,10349250.00,False
26076,2025-04-12,20:34:41,265.00,8538.00,136.00,15.00,34.780,106.460,0.427,42.52,11.610,11.00,47.35,3364515.500,10349250.00,False
26077,2025-04-12,20:34:43,402.00,10131.00,141.00,15.00,56.990,140.000,0.295,46.23,-6.780,11.00,47.37,3364515.500,10349250.00,False
26078,2025-04-12,20:34:45,344.00,11970.00,134.00,15.00,86.140,4.250,0.246,45.47,22.540,11.00,47.38,3364515.500,10349250.00,False
26079,2025-04-12,20:34:47,276.00,10447.00,148.00,15.00,52.870,324.950,0.305,41.09,54.020,11.00,47.40,3364515.500,10349250.00,False
26080,2025-04-12,20:34:49,438.00,11929.00,155.00,15.00,38.640,322.700,0.388,45.80,66.080,11.00,47.41,4198395.500,12914264.00,False
26081,2025-04-12,20:34:51,333.00,10843.00,138.00,15.00,33.860,-320.700,0.440,45.12,73.640,11.00,47.43,4198395.500,12914264.00,False
26082,2025-04-12,20:34:53,301.00,12790.00,152.00,15.00,31.340,325.640,0.468,46.59,74.480,11.00,47.44,4198395.500,12914264.00,False
26083,2025-04-12,20:34:55,366.00,10614.00,138.00,15.00,36.940,-306.400,0.408,46.98,70.860,11.00,47.46,4198395.500,12914264.00,False
26084,2025-04-12,20:34:57,233.00,8876.00,146.00,15.00,56.770,-305.700,0.293,47.76,50.620,11.00,47.47,4198395.500,12914264.00,False
26088,2025-04-12,20:35:05,247.00,6780.00,139.00,15.00,39.290,315.970,0.382,43.69,64.620,11.00,47.49,4198395.500,12914264.00,False
26089,2025-04-12,20:35:07,280.00,11333.00,168.00,15.00,32.290,302.050,0.457,42.01,69.830,11.00,47.51,4198395.500,12914264.00,False
26091,2025-04-12,20:35:11,301.00,6852.00,126.00,15.00,32.000,306.500,0.466,44.49,70.100,11.00,47.52,4198395.500,12914264.00,False
26092,2025-04-12,20:35:13,211.00,11170.00,177.00,15.00,44.980,-327.200,0.344,42.84,61.730,11.00,47.54,4198395.500,12914264.00,False
26093,2025-04-12,20:35:15,377.00,8834.00,175.00,15.00,70.930,298.830,0.254,45.27,28.960,11.00,47.55,4198395.500,12914264.00,False
26094,2025-04-12,20:35:17,312.00,11151.00,153.00,15.00,32.720,236.820,0.450,44.00,-12.890,11.00,47.57,4198395.500,12914264.00,False
26095,2025-04-12,20:35:19,330.00,8737.00,128.00,15.00,31.600,243.620,0.462,42.48,-4.140,11.00,47.58,4198395.500,12914264.00,False
26096,2025-04-12,20:35:21,430.00,9625.00,153.00,15.00,35.830,242.350,0.413,43.73,-4.510,11.00,47.60,4198395.500,12914264.00,False
26097,2025-04-12,20:35:23,298.00,12357.00,155.00,15.00,45.930,235.490,0.339,41.85,-3.930,11.00,47.61,3329065.500,10240205.00,False
26098,2025-04-12,20:35:25,294.00,10236.00,152.00,15.00,81.540,212.850,0.244,43.69,12.150,11.00,47.63,3329065.500,10240205.00,False
26099,2025-04-12,20:35:27,355.00,9768.00,126.00,15.00,58.650,108.850,0.285,43.36,11.230,11.00,47.64,3329065.500,10240205.00,False
26100,2025-04-12,20:35:29,355.00,10972.00,134.00,16.00,44.100,99.730,0.351,44.84,17.060,11.00,47.66,3329065.500,10240205.00,False
26101,2025-04-12,20:35:31,395.00,11453.00,125.00,16.00,32.830,107.700,0.449,47.19,5.290,11.00,47.68,3329065.500,10240205.00,False
26102,2025-04-12,20:35:33,384.00,10998.00,149.00,16.00,47.110,147.140,0.331,46.16,-18.350,11.00,47.69,3329065.500,10240205.00,False
26103,2025-04-12,20:35:35,290.00,11679.00,159.00,16.00,79.920,107.620,0.246,44.86,15.930,11.00,47.71,3329065.500,10240205.00,False
26104,2025-04-12,20:35:37,359.00,10201.00,131.00,15.00,56.570,5.670,0.288,46.52,51.370,11.00,47.72,3329065.500,10240205.00,False
26105,2025-04-12,20:35:39,265.00,10085.00,138.00,16.00,39.800,-307.000,0.382,44.32,68.820,11.00,47.74,3329065.500,10240205.00,False
26106,2025-04-12,20:35:41,395.00,11609.00,158.00,16.00,33.620,0.930,0.438,45.48,74.860,11.00,47.75,3329065.500,10240205.00,False
26107,2025-04-12,20:35:43,269.00,8581.00,147.00,16.00,30.920,34.010,0.476,44.46,75.800,11.00,47.77,3329065.500,10240205.00,False
26108,2025-04-12,20:35:45,265.00,10414.00,146.00,16.00,32.820,28.580,0.446,44.16,74.570,11.00,47.78,3329065.500,10240205.00,False
26109,2025-04-12,20:35:47,287.00,8808.00,171.00,16.00,37.310,33.090,0.400,42.65,69.730,11.00,47.80,3329065.500,10240205.00,False
26110,2025-04-12,20:35:49,308.00,7921.00,143.00,16.00,51.520,-312.200,0.309,44.08,56.660,11.00,47.81,4934484.500,15178474.00,False
26115,2025-04-12,20:35:59,326.00,9898.00,179.00,16.00,35.650,44.070,0.412,43.55,68.740,11.00,47.83,4934484.500,15178474.00,False
26116,2025-04-12,20:36:01,272.00,8639.00,145.00,16.00,33.410,57.140,0.444,43.02,67.580,11.00,47.85,4934484.500,15178474.00,False
26117,2025-04-12,20:36:03,344.00,8125.00,150.00,16.00,34.440,61.740,0.429,41.56,65.080,11.00,47.86,4934484.500,15178474.00,False
26118,2025-04-12,20:36:05,233.00,9205.00,148.00,16.00,44.880,52.310,0.349,44.03,54.980,11.00,47.88,4934484.500,15178474.00,False
26119,2025-04-12,20:36:07,280.00,10192.00,147.00,16.00,49.520,253.960,0.319,45.12,11.020,11.00,47.89,4934484.500,15178474.00,False
26120,2025-04-12,20:36:09,348.00,10574.00,144.00,16.00,39.660,262.200,0.382,45.98,19.800,11.00,47.91,4934484.500,15178474.00,False
26121,2025-04-12,20:36:11,258.00,10532.00,147.00,16.00,34.930,265.370,0.424,45.67,26.690,11.00,47.92,4934484.500,15178474.00,False
26122,2025-04-12,20:36:13,247.00,9624.00,152.00,16.00,36.370,270.840,0.406,45.56,33.350,11.00,47.94,4934484.500,15178474.00,False
26127,2025-04-12,20:36:23,215.00,8180.00,163.00,16.00,43.790,137.580,0.350,42.31,-14.670,11.00,47.95,4934484.500,15178474.00,False
26130,2025-04-12,20:36:29,201.00,7558.00,158.00,16.00,81.090,317.680,0.242,45.12,25.330,11.00,47.97,4934484.500,15178474.00,False
26131,2025-04-12,20:36:31,208.00,7814.00,150.00,16.00,58.020,43.850,0.285,42.36,45.680,11.00,47.98,4934484.500,15178474.00,False
26237,2025-04-12,20:40:04,179.00,7288.00,160.00,15.00,45.280,109.420,0.338,43.59,7.940,11.00,48.00,3329740.250,10242281.00,True
26238,2025-04-12,20:40:06,215.00,6868.00,149.00,15.00,35.810,113.670,0.411,44.12,0.060,11.00,48.02,3329740.250,10242281.00,False
26240,2025-04-12,20:40:10,208.00,8799.00,152.00,15.00,75.840,224.210,0.249,45.95,8.290,11.00,48.04,3329740.250,10242281.00,False
26241,2025-04-12,20:40:12,254.00,7818.00,134.00,15.00,70.040,-302.900,0.254,43.22,39.280,11.00,48.06,3329740.250,10242281.00,False
